time,RX,TX
0,0
1,792.0
2,2048.0
3,3584.0
4,3973.12
5,4065.28
6,4085.76
7,6236.16
8,8294.4
9,7587.84
10,1894.4
11,456.0
12,112.0
13,2775.04
14,6215.68
15,7065.6
16,1761.28
17,424.0
18,104.0
19,2785.28
20,6205.44
21,7065.6
22,1761.28
23,424.0
24,104.0
25,624.0
26,1996.8
27,3573.76
28,3952.64
29,4065.28
30,4075.52
31,6246.4
32,8294.4
33,7587.84
34,1894.4
35,456.0
36,112.0
37,2785.28
38,6205.44
39,7065.6
40,1761.28
41,424.0
42,104.0
43,2785.28
44,6205.44
45,7065.6
46,1761.28
47,424.0
48,104.0
49,624.0
50,4403.2
51,4167.68
52,4116.48
53,4096.0
54,4096.0
55,6236.16
56,8294.4
57,7598.08
58,1894.4
59,456.0
60,112.0
61,2805.76
62,6215.68
63,7065.6
64,1761.28
65,424.0
66,104.0
67,24.0
68,8335.36
69,7598.08
70,1894.4
71,456.0
72,112.0
73,24.0
74,1843.2
75,3532.8
76,3952.64
77,4055.04
78,4075.52
79,4085.76
80,10526.72
81,6000.64
82,4249.6
83,1054.72
84,256.0
85,64.0
86,8294.4
87,4812.8
88,3952.64
89,960.0
90,240.0
91,56.0
92,8273.92
93,4823.04
94,3962.88
95,968.0
96,240.0
97,56.0
98,1853.44
99,2918.4
100,3799.04
101,4024.32
102,4075.52
103,4085.76
104,10516.48
105,8140.8
106,2027.52
107,496.0
108,120.0
109,24.0
110,8273.92
111,7444.48
112,1863.68
113,448.0
114,112.0
115,112.0
116,4495.36
117,6645.76
118,1658.88
119,400.0
120,96.0
121,24.0
122,1843.2
123,3532.8
124,3952.64
125,4055.04
126,4085.76
127,4085.76
128,10414.08
129,8181.76
130,2037.76
131,496.0
132,120.0
133,24.0
134,8284.16
135,7587.84
136,1894.4
137,456.0
138,112.0
139,24.0
140,8273.92
141,7587.84
142,1894.4
143,456.0
144,112.0
145,24.0
146,1843.2
147,3532.8
148,3952.64
149,4055.04
150,4085.76
151,4085.76
152,8376.32
153,8222.72
154,4812.8
155,1198.08
156,288.0
157,72.0
158,5529.6
159,6901.76
160,4485.12
161,1116.16
162,272.0
163,64.0
164,5529.6
165,6901.76
166,4485.12
167,1116.16
168,272.0
169,64.0
170,1249.28
171,2764.8
172,3758.08
173,3952.64
174,4106.24
175,4106.24
176,10516.48
177,8151.04
178,2027.52
179,496.0
